微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
AAGBND2Oo,"#每日文章#A Better Life, directed by Chris Weitz, is a powerful film set in East Los Angeles which depicts the lives of Carlos, a Mexican illegal immigrant, and Luis, his teenage son.在这样的雾霾天，看看better life的电影标题，读读他的影评，不是很赞吗？网页链接  原图 ",http://ww2.sinaimg.cn/large/68ffa517gw1eedda2p8njj20hs0a0ab4.jpg,无,2014-03-12 23:05,微博 weibo.com,1,2,0
AAu1psTlK,#每日一句#The perfect is the enemy of the good. --Voltaire  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1eebtmb0gp1j206g0613yi.jpg,无,2014-03-11 15:02,微博 weibo.com,4,3,1
AAtYyb9B8,#每日文章#lent 大斋节，今天的话题是《Should you give something up for Lent? 》Let's face it - watching TV for half an hour when you get home from school or work is much easier than going for a 30 minute run!文化阅读，文章地址：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1eebti7lx57j20hs0a0gmv.jpg,无,2014-03-11 14:55,微博 weibo.com,1,5,0
AAogMnOB0,#微语法#有些形容词和一些固定的介词搭配出现。但是并没有固定的模式——你需要在遇到它们的时候去学习和记住。这里我给出一些例子，但是要记住，还有很多这里没有讲到的“形容词+介词”的搭配。今日双语语法，适合手机阅读《Adjectives & Prepositions 形容词和介词》网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1eeb4azg21nj20b4078mxu.jpg,无,2014-03-11 00:24,微博 weibo.com,2,3,5
AAehLha93,#每日文章# But after a few moments thought everything became clear and without hesitation I said I would rather have a life without music than without books.本期文章《The wonderful experience of a good book 》只有面对选择，你才会珍惜。网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1ee9w8n9lgzj20hs0a0abd.jpg,无,2014-03-09 22:58,微博 weibo.com,4,2,2
AzCzxoLGW,#每日文章# Shrove Tuesday is better known to me as Pancake Day! On this day people try and use up as much of the rich and fatty foods that they have left in their house so they eat lots and lots of the food they are trying to give up.昨天pakcake day 你喜欢吗？网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1ee59qye1fuj20hs0a00uw.jpg,无,2014-03-05 22:58,微博 weibo.com,2,4,1
Azhd9crHv,#BC微信#英国大使馆文化教育处-微信有奖翻译上周五开始啦！现召集所有有志之士加入翻译。微信号 bc-china，加入回复”有奖翻译“就能获得本期翻译内容。奖品小米盒子等着你~~~~  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1ee2nfx6v3zj20a90b20t2.jpg,无,2014-03-03 16:35,微博 weibo.com,1,1,3
AyVyk4FUv,"#手机音频#我们为在手机上浏览微博的童鞋准备了手机音频。今天推荐的是【音频杂志】Scotland – The Sick Man of Europe苏格兰–欧洲病夫 ,很明显，我是活生生的例子。至少有25%的苏格兰人意识到健康生活方式但不能在意识和实际行动之间建立桥梁，我是其中的一个。点开音频网页链接  原图 ",http://ww4.sinaimg.cn/large/68ffa517jw1edzztsroyzj211y0lcn1o.jpg,无,2014-03-01 09:27,皮皮时光机,3,2,0
AyM624YhP,"#手机音频#我们为在手机上浏览微博的童鞋准备了手机音频。今天推荐的是【音频杂志】IKEA宜家  ,在俄罗斯生活有一个很大的问题，那就是人们公寓的生活空间都比较小。在俄罗斯很少看到有哪户人家会闲置出一个没人睡觉的房间。点开音频网页链接  原图 ",http://ww4.sinaimg.cn/large/68ffa517jw1edyu2wsz54j207705eq2y.jpg,无,2014-02-28 09:22,皮皮时光机,0,3,3
AyCDohPTT,"#手机音频#我们为在手机上浏览微博的童鞋准备了手机音频。今天推荐的是【音频杂志】Mobile phones手机 ,亚历山大.格莱恩.贝尔如果能看到电话技术在不到150年内就发展进步得这么快，他将会很惊讶。如果贝尔今天还在，他也许会说：“太棒了，但我现忙，今晚电话你。”点开音频网页链接  原图 ",http://ww2.sinaimg.cn/large/68ffa517jw1edxob39rmmj207e05kwed.jpg,无,2014-02-27 09:17,皮皮时光机,1,1,0
AyvJfjtPQ,"《BC微信：bc-china。现在就加入每周问答提问吧。》post 和position的区别，以及，pause,halt,repel,keep用法的区别，还有magic和miracle的区别，你都知道吗？ ...畅读版【网页链接】  原图 ",http://ww2.sinaimg.cn/large/68ffa517jw1edwttlaqrtj20hs3uegy6.jpg,无,2014-02-26 15:42,新浪长微博,2,1,0
AytaXacVu,#手机音频#我们为在手机上浏览微博的童鞋准备了手机音频。今天推荐的是【音频杂志】Names名字 ，莎士比亚告诉我们换成另一个名字的玫瑰闻起来也同样芬芳。但是那是真的吗？名字重要吗？你对婴儿时获得名字感到满意吗？当你自己的孩子出生时，你又会如何给他们取名字呢？，点开音频网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517jw1edwijtis8zj20cs07ogni.jpg,无,2014-02-26 09:12,皮皮时光机,0,3,1
AypcbtyKG,#手机音频#我们为在手机上浏览微博的童鞋准备了手机音频。今天推荐的是【音频杂志】Peace symbols和平的象征，和平观念在世界文化中是非常重要的。想想我们是如何问候别人的。在某些语言中，问候的短语含有和平的字眼。让我们看看一些象征的起源。 ，点开链接直接流畅收听音频：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517jw1edw0z98wbpj207005kt95.jpg,无,2014-02-25 23:04,皮皮时光机,1,0,1
Ay14AgAZN,"#绕口令#Listen to the tongue twister and practise saying it. How fast can you say it? ""Eleven owls licked eleven little liquorice lollipops.""喜欢绕口令吗？听听别人说的：  网页链接  原图 ",http://ww3.sinaimg.cn/large/68ffa517jw1edt2he3bvzj203z02zglf.jpg,无,2014-02-23 09:40,皮皮时光机,2,5,1
AxRC49MWc,#绕口令#- Two toads totally tired trying to trot to Tetbury 你喜欢读绕口令吗？每日一句，现在读五遍开始吧。更多请看：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517jw1edrwpwree7j206005zq3d.jpg,无,2014-02-22 09:35,皮皮时光机,2,4,0
AxrLK2kuE,《微信号：bc-china，每周三微信每周专家问答开始啦！》问题1：鱼肝油上的MAN FEB 11 EXP FEB 14是什么意思？献上上周的集锦！有你的问题吗？现在就加微信提问吧。...畅读版【网页链接】  原图 ,http://ww1.sinaimg.cn/large/68ffa517jw1edoqmgrd8rj20hs37kn83.jpg,无,2014-02-19 15:47,新浪长微博,0,4,1
Axpgw82kW,#绕口令#- Peter Piper picked a peck of pickled peppers 你喜欢读绕口令吗？每日一句，现在读五遍开始吧。更多请看：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517jw1edofkkg67uj20hs0a0dhi.jpg,无,2014-02-19 09:25,皮皮时光机,0,2,0
AxiwdDHng,#手机音频#我们的职业播客，实景模拟职场。听听我们今天的《电话会议》，此链接手机和网页打开都很方便，音频+中英翻译网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1ednlrnhdqzj207e05kaab.jpg,无,2014-02-18 16:14,微博 weibo.com,0,1,1
AxfO4qU5Y,"#绕口令#- Red lorry, yellow lorry. Red lorry, yellow lorry. Red lorry, yellow lorry. 你喜欢读绕口令吗？每日一句，现在读五遍开始吧。更多请看：网页链接  原图 ",http://ww4.sinaimg.cn/large/68ffa517jw1edn9t9kvpbj206n04z0tb.jpg,无,2014-02-18 09:20,皮皮时光机,1,3,1
Ax9SbDXiG,#绕口令#How much wood would a woodchuck chuck if a woodchuck could chuck wood? The repetition of the ‘w’ and the ‘ch’ sounds can be very tricky.你喜欢读绕口令吗？每日一句，现在读五遍开始吧。更多请看：网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1edmjm3r5ryj20hs0a00uh.jpg,无,2014-02-17 18:14,微博 weibo.com,3,3,0
AwO8hf0Q7,"To accomplish great things, we must not only ACT, but also DREAM; not only plan, but also BELIEVE. 要成就大事，不仅要有行动，还要有梦想；不仅要有规划，还要有信念。~Anatole France  原图 ",http://ww2.sinaimg.cn/large/68ffa517jw1edjvmyvbkwj20c806yaav.jpg,无,2014-02-15 10:53,享拍微博通,10,6,2
AwDX8p3iv,"#英语瓦伦丁# Don‘t try so hard, the best things come when you least    expect them to.    不要着急，最好的总会在最不经意的时候出现。    原图 ",http://ww3.sinaimg.cn/large/68ffa517jw1edimp3ylzfj20e80e1acd.jpg,无,2014-02-14 08:58,皮皮时光机,6,19,6
AwALHB6N6,"#英语瓦伦丁#I love you not because of who you are, but because of who I am when I am with you. 我爱你，不是因为你是一个怎样的人，而是因为我喜欢与你在一起时的感觉。  原图 ",http://ww3.sinaimg.cn/large/68ffa517tw1edi8myypgzj206n04zq35.jpg,无,2014-02-14 00:51,微博 weibo.com,10,12,3
Awy1IAEM1,“家庭Family这个词意味著什么吗？家庭FAMILY是爸（Father）和（And）妈（Mother）、我 I 爱 Love 你 You 。“爱” 的中英文双解：Love爱=Listen倾听 Obligate感恩 Valued尊重 Excues宽恕。”  原图 ,http://ww4.sinaimg.cn/large/68ffa517jw1edhwj9cgo3j208c0ao74y.jpg,无,2014-02-13 17:53,享拍微博通,10,10,2
AwuYlvikK,想去#新加坡留学#或是想接受海外英语培训吗？ 填写链接网页链接的英语测试，看看你的英语水平。在问卷中留下你的姓名和联系方式就可以看到得分。转发此微博，定期抽取转发奖。还没有做问卷和转起的同学争取最后一次机会啦！  原图 ,http://ww1.sinaimg.cn/large/68ffa517tw1edhj1r575sj206005zaai.jpg,无,2014-02-13 10:06,微博 weibo.com,0,40,13
AwnLHrtGB,"#英语瓦伦丁#网上推荐了很多情人节礼物，下面有些选择，你最喜欢哪个？an mp3 player, red roses, a box of chocolates, a CD of romantic songs, a phone, jewellery, a photo frame or perfume. -更多请看 See more at: 网页链接  原图 ",http://ww4.sinaimg.cn/large/68ffa517tw1edgn8pmj22j20hs0a0gnx.jpg,无,2014-02-12 15:46,微博 weibo.com,2,0,0
AwnH07V9M,"《微信号：bc-china，每周三微信每周专家问答开始啦！》献上上周的集锦！有你的问题吗？现在就加微信提问吧。 问题1：对于英语的反义词，很多是加前缀，有的加un,有的加in,有的是im。请问有何规律？ 回答：Hi! Excellent question! Check out this British ...畅读版【网页链接】  原图 ",http://ww2.sinaimg.cn/large/68ffa517jw1edgmwssjnpj20hs2okgtl.jpg,无,2014-02-12 15:34,新浪长微博,6,32,4
Aw4Wnsra0,"#英语瓦伦丁#现在很多人用手机表达爱意。今天来复习一下短信用语：WUBMV - will you be my Valentine， xoxoxoxoxo - hugs and kisses， LUWAM<3 - love you with all my heart， ImRdy4Luv - I'm ready for love， :'-) - I'm so happy, I'm crying， ILUVU - I love you更多看: 网页链接  原图 ",http://ww1.sinaimg.cn/large/68ffa517gw1edec42ffw5j20hs0a0gnx.jpg,无,2014-02-10 15:50,微博 weibo.com,3,3,0
AvXQyiIIr,#每日文章#二月十一日是国际互联网安全日，How do you make sure you stay safe online? Everyone who uses the internet needs to know how to use it safely. Read about online safety in the UK. - See more at: 网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1eddgsecwbsj20hs0a0gml.jpg,无,2014-02-09 21:46,微博 weibo.com,2,11,3
AvV1e2WyK,"#英文读物#My challenge for you is this: to read a book for 15 minutes every single day for a month.坚持一个月每天读一小时书，你能做到吗？作者来告诉你怎么做。Take 15 minutes when you're waking up, going to bed, eating lunch, or having a coffee. 详细解释请看：网页链接  原图 ",http://ww3.sinaimg.cn/large/68ffa517gw1edd4bh0oh2j20hs0a075s.jpg,无,2014-02-09 14:34,微博 weibo.com,7,6,1
AvOZFl52T,"#英语瓦伦丁#在英国的传统的情人节，会送匿名的卡片给爱慕者。而上面的图案也会多样。如今你还会用这么古老的表达方式吗？Valentine's Day symbols on cards include hearts designs, doves, and the figure of the winged angel, Cupid. - See more at: 网页链接  原图 ",http://ww1.sinaimg.cn/large/68ffa517gw1edcdposbeaj20hs0a0gnx.jpg,无,2014-02-08 23:14,微博 weibo.com,3,3,1
Av04qmbv8,#英文读物#Something interesting about British money is that there are also faces on the back of the note. Did you know that the picture changes every few years to show a different famous person from British history?英镑背后的人物你都认识吗？网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517tw1ed64wlhtxqj20hs0a0tac.jpg,无,2014-02-03 13:36,微博 weibo.com,4,13,4
AuL5zCfeO,#listening#Listen to the radio programme and do the exercises to practise and improve your listening skills.新年了，听新发明。听听这个广播节目做练习，看看自己听力如何？雅思听力绝佳素材 - See more at: 网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517tw1ed4ari2zp3j20no0fn78z.jpg,无,2014-02-01 23:27,微博 weibo.com,5,3,1
AurPJupfb,"How do you celebrate the new year? In China, the new year celebrations are the biggest festival of the year. Watch this video about the recent Year of the Rabbit and learn all about it. - See more at: 网页链接  原图 ",http://ww3.sinaimg.cn/large/68ffa517tw1ed1xr8ak1mj20gy06rdhz.jpg,无,2014-01-30 22:26,微博 weibo.com,2,1,0
AuenypMPA,新年到了，年前最后一次问卷收集。想去#新加坡留学#或是想接受海外英语培训吗？ 填写链接网页链接的英语测试，看看你的英语水平。在问卷中留下你的姓名和联系方式就可以看到得分。转发此微博，定期抽取转发奖。上周已经从问卷后台送出十五个保温瓶奖品和计步器，年后一起寄出。  原图 ,http://ww2.sinaimg.cn/large/68ffa517tw1ed0abdgtrwj20hh07v3zh.jpg,无,2014-01-29 12:11,微博 weibo.com,2,13,10
Au6HP2bTB,"#博客#Dragon dances, acrobats, fireworks, a parade ... London is buzzing with excitement at Chinese New Year. Find out what you can do to join in the excitement!伦敦的新年是怎样的，你也来读读看。 - See more at: 网页链接  原图 ",http://ww2.sinaimg.cn/large/68ffa517jw1eczchgxnxmj20dw07ignr.jpg,无,2014-01-28 16:39,皮皮时光机,3,0,0
Au571d7CA,#手机听读#There are many famous festivals around the world.  世界上有许多著名的节日。在里约热内卢和威尼斯的狂欢节，慕尼黑的啤酒节，伦敦的诺丁山狂欢节，这三个便是十分著名的节日。手机浏览微博的童鞋可以打开听音频。网页链接  ,无,无,2014-01-28 12:35,皮皮时光机,2,0,0
Au4gi88O8,#写作#Look at the short story and do the exercises to improve your writing skills. - See more at: 网页链接，读读这个短故事，做做下面的练习题训练你的写作能力。  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1ecz1orhlqhj20dw07imy1.jpg,无,2014-01-28 10:26,微博 weibo.com,1,1,0
Att2Nk8Hi,"#英文读物#你是否想过自己写东西却不知道灵感从何而来。此文能给你一些启示。《The inspirations of a young writer 》 I always carry a notebook with me everywhere I go, to jot down my inspirations and ideas! 作者讲了几个她搜集写作灵感的几个习惯。网页链接  原图 ",http://ww2.sinaimg.cn/large/68ffa517jw1ecuhe147o0j20hs0a0dhz.jpg,无,2014-01-24 11:41,皮皮时光机,3,5,3
AtjAg1FaQ,"#英文读物##Call me old fashioned, traditionalist or just a technophobe but the new wave of e-readers such as Kindles, Kobos and Nooks scares me，电子阅读器能代替传统读物吗？你是否想过这个问题。请看Should e-readers replace books? ：网页链接  原图 ",http://ww4.sinaimg.cn/large/68ffa517jw1ectbmhlcd7j20hs0a0wg1.jpg,无,2014-01-23 11:36,皮皮时光机,1,4,3
AtbHeoRhP,《《微信号：bc-china，每周提问！》》《微信号：bc-china，每周提问！》微信号：bc-china，每周提问！ 每周专家回答大家的英语写作、发音和语法方面的问题。现在就可以提问了，现在奉上往期集锦若干。 ...畅读版【网页链接】  原图 ,http://ww1.sinaimg.cn/large/68ffa517jw1ecscsxb2qfj20hs2qw47c.jpg,无,2014-01-22 15:31,新浪长微博,1,7,1
Ata8jiUM8,#英文读物#博主认为这五本书最容易勾起乡愁。《Books that remind me of home》 ：1、Daddy Long Legs ，2、Harry Potter ，3、The Hitchhiker's Guide to the Galaxy ，4、The Secret Garden ，5、The Railway Children，书的简介请看网页链接，假期里看本吧。  原图 ,http://ww2.sinaimg.cn/large/68ffa517jw1ecs5wgnno8j20hs0a0taa.jpg,无,2014-01-22 11:32,皮皮时光机,2,4,0
At0FdqO42,#英文读物#作者的阿姨 Nicola Morgan，是一名小说家，这里有博主和她的一个访谈，想从事写作的人可以借鉴一下。网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517jw1ecr03i6zhxj20hs0a0765.jpg,无,2014-01-21 11:26,皮皮时光机,0,2,0
AsRcH1tv2,"#英文读物#关于怎么找书看。你喜欢某些作者，不妨找找他们的早期作品，If you have a favourite author, it might be possible to find some of the work they started on. 网页链接  原图 ",http://ww1.sinaimg.cn/large/68ffa517jw1ecpubzlitqj20hs0a0wh6.jpg,无,2014-01-20 11:21,皮皮时光机,2,3,1
Asyhr8omE,#英文读物#作者认为学习什么语言就要读那语言的很多不同的书，特别是classic novels。I think that classic novels can be very satisfying but sometimes I feel like reading something lighter. I love the Harry Potter series and read ‘chick lit“《为何爱上经典小说》网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517jw1ecnisfv1zdj20hs0a0q4f.jpg,无,2014-01-18 11:10,皮皮时光机,7,6,1
ArR2zr22d,近期有去#新加坡留学#或是想接受海外专业的英语培训吗？ 填写链接网页链接的英语测试，看看你的英语水平。在问卷中留下你的姓名和联系方式就可以看到得分。转发此微博，每天抽出一名转发奖，送出以下奖品。上周已经从问卷后台送出十五个保温瓶奖品和计步器，收到的同学吱一声。  原图 ,http://ww2.sinaimg.cn/large/68ffa517jw1eci7wa4acjj20hs06gwey.jpg,无,2014-01-13 21:05,皮皮时光机,3,39,29
AqzvLxqQg,#每日文章#你为什么会笑，你为什么会觉得一件事情好笑，谁来决定的。今天我们阅读《What's so funny? 》作者讲了他对“funny”这件事的所思所想。最后觉得The truth is that comedy is totally linked to culture. 请看：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1ec8gsig9osj20hs0a0wh6.jpg,无,2014-01-05 10:38,微博 weibo.com,3,8,2
ApTCzfVo1,#Happy New YEAR#Happy New Year to all our users! We wish you a happy and healthy 2014! Have you made any New Year's resolutions?   原图 ,http://ww3.sinaimg.cn/large/68ffa517jw1ec3buvb3vpj20dw07iq3t.jpg,无,2013-12-31 23:59,皮皮时光机,5,7,2
ApQW56VSb,#Skills#听力技巧训练。《主题公园》Listen to the radio interview about theme parks and do the exercises to practise and improve your listening skills.   - See more at: 网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517jw1ec3002xc4gj20dw07ijsy.jpg,无,2013-12-31 17:09,皮皮时光机,3,0,0
ApQcYgFWx,"#Happy New Year#When I was younger, these resolutions often involved being nicer to my sister, or helping my Mum with jobs around the house (such as emptying the dishwasher or tidying my room more often). Here are some popular resolutions:你许新年愿望了吗网页链接  原图 ",http://ww2.sinaimg.cn/large/68ffa517jw1ec2wsgkpxqj20di09cwff.jpg,无,2013-12-31 15:18,皮皮时光机,1,2,1
ApzH28LIx,#故事#“Goldilocks and the Three Bears” 是我最爱的故事之一，但是你怎么评判这个故事里的道德标准和道理呢？Goldilocks是一个小女孩。有一天，她在森林散步的时候看到一间房子，而房子的门是开着的。她会在里面找到些什么？ 网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1ec0vvd7te4j209l06hgm4.jpg,无,2013-12-29 21:15,微博 weibo.com,3,1,0
Apfdrumuj,"#英文读物#今天推荐One Hundred Years of Solitude 《百年孤独》的读书笔记The story is complicated and, as time passes in Macondo, you must keep track very carefully, but it is a very calmly paced story. .网页链接  原图 ",http://ww1.sinaimg.cn/large/68ffa517gw1ebydh5uio5j20hs0a0abs.jpg,无,2013-12-27 17:07,微博 weibo.com,1,6,7
Ap57WdMyQ,#每日文章#今天英国将会上演恐怖的box day。。。我们来聊一聊说不完道不尽的肉馅饼，今日文章推荐《Endless mince pies! 》In this post I would like to tell you about mince pies. In the United Kingdom you would find these tasty treats in all supermarkets 文章地址：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1ebx4xctyq7j20hs0a0myn.jpg,无,2013-12-26 15:26,微博 weibo.com,1,2,0
AoW2JCFFH,#圣诞节#今天我们继续给大家介绍三部博主最喜欢的圣诞节电影。分别是love actually ， The holiday以及 Elf。详细介绍请看My top-three Christmas films： 网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517jw1ebw0u0xfwtj20hs0a0myb.jpg,无,2013-12-25 16:19,皮皮时光机,1,3,1
AoTEAi6Oo,#圣诞节#关于圣诞节的传统你了解多少？今天的每日文章推荐你读我们的《A short history of Christmas traditions 》网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517jw1ebvqa9bumwj20hs0a0dht.jpg,无,2013-12-25 10:14,皮皮时光机,1,4,2
AoSVU5rWS,#圣诞节#我们的一位博主给我们分享Christmas Day in the UK，分享他在英国的圣诞节当天都是怎么过的。What is most important at Christmas is that your life is full of love and happiness shared with your family and friends. 文章链接：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517jw1ebvn3q8ip0j20hs0a0wgq.jpg,无,2013-12-25 08:24,皮皮时光机,2,3,0
AoPCZn1G5, Best wishes on this holiday season. 致以圣诞节最诚挚的祝福。  原图 ,http://ww4.sinaimg.cn/large/68ffa517jw1ebv8ig7ygej206o05kwem.jpg,无,2013-12-24 23:59,皮皮时光机,5,2,0
AoOgM1Idh,#圣诞节#在英国的小孩会写信给圣诞老人，而在圣诞前夕（十二月二十四日），圣诞老人会和他的雪橇和驯鹿一起，到世界各地去派礼物给正在睡觉的小孩子。来听听这首关于圣诞老人的歌。 - See more at: 网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1ebv2iiq075j207i050t8z.jpg,无,2013-12-24 20:31,微博 weibo.com,0,1,1
AoO4jAeG5,#关于圣诞节的一打单词# Santa 圣诞老人，reindeer麋鹿，sleigh雪橇，snowman雪人，present礼物 Christmas tree 圣诞树，cracker圣诞礼炮，holly冬青，stocking长筒袜，tinsel金属丝 Christmas pudding圣诞布丁，mince pie肉馅饼，更多解释和图片和练习请看：网页链接   原图 ,http://ww2.sinaimg.cn/large/68ffa517jw1ebv1mmzu5jj209g0b20tl.jpg,无,2013-12-24 20:01,皮皮时光机,6,26,5
AoMycxeRB,#圣诞节#关于圣诞节的电影不仅仅只有love actually一部。今天我们的其中一位博主给你详细推荐了五部《圣诞电影》。今晚不出去可以舒服地窝沙发里，挑一部回味一下，读读每日一文章。网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517jw1ebuuxe0mn6j20hs0a0myb.jpg,无,2013-12-24 16:09,皮皮时光机,0,28,2
AoLURdhCr,#圣诞节#你庆祝圣诞节吗？你会如何庆祝？除了圣诞树之外，你认识其他的圣诞装饰吗？ 看看这视频，了解一下一些圣诞节期间可找得到的应节装饰 - See more at: 网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1ebus4gu6zrj207e05kjra.jpg,无,2013-12-24 14:32,微博 weibo.com,0,3,1
AoLN5hocy,#圣诞节# 圣诞节当天的早晨了！Ashlie要为家人做大餐，需要做很多的工作，但她能让Stephen来帮忙吗？ 就连Rob老师也充满了圣诞气息，他给Stephen带来了特别的圣诞礼物，还给我们的观众带来了一些特别的圣诞词汇。请看视频网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1eburkhncgkj20fk0a7dgu.jpg,无,2013-12-24 14:13,微博 weibo.com,0,0,2
Ao9kmj47p,#视频#圣诞节拥有源远流长的历史，它在不同的地方更有不同的庆祝方法。在英国，对很多人来说，跟家人及朋友吃一顿特别的圣诞大餐是个非常重要的传统。 除了火鸡以外，你还认识其他的应节食品吗？看看这视频，了解一下一些英国的传统圣诞食物，包括热葡萄酒、肉馅饼及圣诞布丁等。网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517jw1ebq1rk8ajnj20f50ck0u1.jpg,无,2013-12-20 12:17,皮皮时光机,1,10,2
Ao87hqIBm,"#英文读物#Ever heard of Philip Pullman? Let me introduce you. Philip Pullman is an English writer who is widely considered as a brilliant. I agree.今天介绍一个作者喜欢的作者和他写的书。作者最有名的作品是 His Dark Materials trilogy, 网页链接  原图 ",http://ww4.sinaimg.cn/large/68ffa517jw1ebpwf3okwtj20hs0a0weu.jpg,无,2013-12-20 09:13,皮皮时光机,3,6,1
AnYEJvQ3I,"#英文读物#这个栏目主要是共同share读书的经验和读的好书，英文的。今天我们推荐《Comics 》你读漫画吗？你读英文漫画吗？The next thing for me, I think, is to delve into the world of native French comics, wish me luck.这个作者都要读法文漫画了。网页链接   原图 ",http://ww1.sinaimg.cn/large/68ffa517jw1eboqnjfetmj20hs0a0jv2.jpg,无,2013-12-19 09:07,皮皮时光机,0,2,0
AnQ6d8rr8,微信号：bc-china，每周提问！:问题1：in my life还是of my life？ 回答： It depends on the context! An example of two different contexts is below. You can think of why an 网页链接 ...(发自@微博桌面 微博桌面首页）  原图 ,http://ww1.sinaimg.cn/large/68ffa517jw1ebnovkrg48j20c81x3gv5.jpg,无,2013-12-18 11:20,微博桌面,3,21,0
AnPWRBDSe,#视频#漂亮的圣诞橱窗是商店开始披上圣诞盛装的方法之一。Amandeep来到福楠梅森百货（Fortnum and Mason）亲身体会圣诞装饰的全过程，并带我们更多地了解圣诞血拼。 视频地址：网页链接   原图 ,http://ww2.sinaimg.cn/large/68ffa517jw1ebno7mxrhdj20f209q405.jpg,无,2013-12-18 10:57,皮皮时光机,0,2,0
AnPcb1Ovw,#英文读物#这个栏目主要是共同share读书的经验和读的好书，英文的。今天我们推荐《Dear Diary》，作者去德国留学才养成的写日记的习惯。看看他keep a diary的历程。网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517jw1ebnkvxocw3j20hs0a0gn3.jpg,无,2013-12-18 09:02,皮皮时光机,0,3,1
AnHFqASz0,#手机听读#手机浏览的童鞋可以打开我们这个栏目音频，还有中英文翻译。圣诞节是不是已经变得越来越商业化？我认为如此。下边是我个人的一个列表，如果圣诞节（至少是在英国）不再具有这个列表里的内容将变得更美好。让我们来摒弃……   - See more at: 网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517jw1ebmnnh5t2hj20hs0a076h.jpg,无,2013-12-17 13:52,皮皮时光机,1,2,0
AnFAYbXjU,#英文读物#这个栏目主要是共同share读书的经验和读的好书，英文的。今天我们推荐《Reading for fun...in English! 》作者告诉我们怎么把坚持读英文书当成一种乐趣。网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517jw1ebmei4au17j20hs0a0dju.jpg,无,2013-12-17 08:36,微博桌面,3,9,1
AnCgAswSu,"#每日文章#As many of us carry our cameras or phones almost constantly, one particular style of picture is becoming ever more ubiquitous: the selfie, a photo that you take of yourself. 你一定玩过自拍selfie吧。适合你模仿的素材。也是雅思口语好素材哦网页链接  原图 ",http://ww2.sinaimg.cn/large/68ffa517jw1eblzt4uyijj20hs0a0wfu.jpg,无,2013-12-17 00:08,皮皮时光机,1,2,1
An4f18skV,#故事音频#在不同地方的5个人，以不同的心情，不同的方式迎接圣诞节。突然间的停电，改变了他们对待生命的态度---《圣诞夜，停电的那一刻》 听听音频，做做练习，看看文章。 - See more at: 网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1ebhtlb3s7bj20dw07iab3.jpg,无,2013-12-13 09:30,微博 weibo.com,1,10,1
An3OH8mp2,#每日文章#是的啦。12月份基本上就是发关于圣诞节的东西啦。今天我们读读这篇《Celebrating Christmas 》作者讲了他对圣诞节的看法以及他的庆祝方式，以及他喜欢的东西。网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1ebhroy69s3j20hs0a0gns.jpg,无,2013-12-13 08:25,微博 weibo.com,0,12,1
An3MZjNfb,#vocabulary#很快就要圣诞节了。现在要和你的外国朋友谈论Christmas了。我们安排了一些词汇练习让你更上手。Vocabulary exercises to help learn words to talk about Christmas. - See more at: 网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1ebhrliqrfij20dn0e3mxw.jpg,无,2013-12-13 08:21,微博 weibo.com,2,7,3
