微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
LbOR2bwYp,#历史上的今天#1846年的今天，英国著名小说家查尔斯·狄更斯创办了《每日新闻》（The Dily News）报纸，在全盛时期有包括萧伯纳在内的多位作家、社会学家、哲学家为其撰稿。英国新闻报业的发展历史可以追溯到更早的17世纪，随后著名的《泰晤士报》从1785年就开始出版。经过百年的发展，英国的传媒领域已经成为世界范围内的标杆，并在教育领域展示出过人优势，吸引了来自全世界的学子。             [组图共2张]      原图                             ,"http://ww1.sinaimg.cn/large/631046e6gy1gylk1fqfkbj20dg0jeq4n.jpg,http://ww1.sinaimg.cn/large/631046e6gy1gylk1gq07aj21900u0dhx.jpg",无,2022-01-21 20:14,微博 weibo.com,2,3,2
LbB6UdzV1,#留英干货#【想成为数据精英？从这里踏出第一步】作为阿兰·图灵研究所的合作高校之一，@埃克塞特大学官博 拥有全英排名前十的计算机科学相关专业，以及自己的数据科学和人工智能研究所。对大数据与人工智能研究感兴趣的小伙伴，戳文章了解埃克塞特大学硕士课程的更多亮点！ 想成为未来的大数据与AI研究精英？从埃大跨出第一步                                 ,无,无,2022-01-20 09:15,微博 weibo.com,0,0,0
Lbw22cIsN,#学英语#日常时髦用语小汇总！英语最不够用的时候可能还不是考试的时候，而是在日常对话中老是重复使用差不多的词语的时候以下这几个句子是当和朋友交往时，英国人现在都很常用的表达方式，快加入你的新词库吧！1. 你最近倒腾啥呢？What have you been up to?当想和朋友聊聊近况，或者拉近彼此间的距离，可以用“be up to”这个更活泼的短语来表达，而不仅仅是“How’ve you been”、“How’s everything going”等句子。2. 又撞见你啦！eg. It’s nice to bump into you again!哎呀，在这儿撞见你真开心！3. 我们之前应该不认识吧？I don’t think we’ve crossed paths before.当你在一些场合遇到一个陌生人，希望对方能介绍一下自己，可以用这个表达方式，而不是比较生硬的“What’s your name”、“Who are you”?4. 你想做啥就去做吧。You can do whatever floats your boat.当朋友告诉你TA最热衷的事情，即使那并不是你的菜，你可能也想鼓励对方去做。除了“do whatever you want”，你还可以说这句“去做能让你的船浮起来的事”来表达支持。同时也给大家推荐一本英式英语书籍，作者用轻松的话语，描述了不少英语中好玩的词汇和句子，以及它们的适用场景。有需要的大家一定要码下来看看呀~                  原图                             ,http://wx4.sinaimg.cn/large/631046e6gy1gyj8xqbbuwj20u0194thq.jpg,无,2022-01-19 20:19,微博 weibo.com,4,3,2
LbmkU7WEJ,#2022非凡英国奖学金计划#【翻译类专业奖学金申请攻略】2021非凡英国奖学金获得者——来自巴斯大学翻译与商务口译专业的吕恺迪同学，为大家分享她的奖学金申请干货！【转发+关注】，我们将抽取1名幸运儿赠送【小米无线蓝牙耳机一副】。戳链接开始你的申请吧：网页链接 英国教育官方微博的微博视频                                 ,无,无,2022-01-18 19:38,微博视频号,72,38,17
LbdvfseMv,#英式课堂#你常听到的“大课”、“小课”、“研讨会”，都是指怎样的课堂方式？英国大学的授课方式丰富多样，虽然具体情况各有不同，但基本都有以下这些授课方式和学习支持，以保证每个学生能最收获最好的学习体验今天就用一篇短文来简单为大家介绍一下~ 英式课堂授课方式大公开！Lecture、Seminar都是指什么？  ,无,无,2022-01-17 21:09,微博 weibo.com,2,3,0
LaL2adU7q,#2022非凡英国奖学金计划#【视觉艺术类专业奖学金申请步骤大公开】我们邀请了2021非凡英国奖学金获得者，来自安格利亚鲁斯金大学童书绘本硕士课程的黄嘉彬，分享她的申请经验！【转发+关注】，我们将抽取1名幸运儿赠送【小米智能AI音箱1台】。戳链接开始你的申请吧：网页链接  英国教育官方微博的微博视频                                 ,无,无,2022-01-14 20:40,微博视频号,44,15,11
LaBjGtjCq,#英国留学申请季#新的一年，申请准备不停歇！进入申请高峰季，有些重点值得一聊再聊——在你准备个人陈述（Personal Statement）时，有哪些一定要做，和哪些一定不要做的事？点击视频，检查看看这些重点你都get了吗 英国教育官方微博的微博视频  ,无,无,2022-01-13 19:56,微博视频号,7,16,2
Lax7poz9A,#英国择校指南#【一张图读懂一所高校】@杜伦大学 位于英格兰古城杜伦，是英国仅有的三所学院制大学之一，其独特的学院制学习体验、各个学院迥然不同的风格，让它在英国内外都备受欢迎。除了音乐、考古等专业世界领先，杜伦大学在更多学科上也是英国高等教育中的佼佼者。戳大图，走近杜伦大学  原图 ,http://wx3.sinaimg.cn/large/631046e6gy1gybm6dkam6j20u05cqb29.jpg,无,2022-01-13 09:15,微博 weibo.com,5,7,2
LanGXfrbA,中国的申请者们注意啦！由英国文化教育协会携手英国高校发起的“2022非凡英国奖学金计划”正在开放！今天我们与参与奖学金计划的英国院校之一@英国巴斯大学 进行了的独家采访对于申请，一起听听教育学院副教授、高级讲师Trevor Grimshaw博士怎么说。戳文章了解详情👇 非凡英国奖学金｜巴斯大学语言教育相关专业奖学金申请攻略  ,无,无,2022-01-12 09:15,微博 weibo.com,4,4,3
La506kLaI,“2022非凡英国奖学金计划”由英国文化教育协会携手英国高校发起，正在对来自中国的申请者开放！我们与参与奖学金计划的英国院校进行了的独家采访，快来看看吧~今天与我们对话的是伦敦大学学院创新健康硕士学科负责人、生物学教授Helen Chatterjee教授。戳文章了解详情👇 非凡英国奖学金｜伦敦大学学院（UCL）创新健康专业奖学金申请攻略  ,无,无,2022-01-10 09:40,微博 weibo.com,3,11,1
L9H2sFhRU,#留英树洞#在英国，英语口音和身份认同之间，存在着莫大的联系，也是英国文化多样化的一种重要表现到英国学习的小伙伴们一定发现了，并非所有人都向往或推崇“标准英式英语”。和大家分享一下你印象最深的，或者生活的地区是哪一种口音呢？  原图 ,http://wx2.sinaimg.cn/large/631046e6gy1gy5dlyogikj20l80wjwkl.jpg,无,2022-01-07 20:40,微博 weibo.com,8,2,2
L9xGnbs87,#秒懂英国文化#英国有许多地方都被联合国教科文组织列为世界遗产，其中伦敦拥有四个，被大家广泛熟知。前三个分别是：伦敦塔（Tower of London），滨海格林威治（Maritime Greenwich）和西敏宫（包括圣玛格丽特教堂，Palace of Westminster）。还有最后一个地方，大家猜猜是哪里呢？ 伦敦还有一处世界遗产，是下列哪一个？                                 ,无,无,2022-01-06 20:50,微博 weibo.com,34,3,1
L9o2uh5Iw,#学英语#牛津词典、剑桥词典、韦氏词典、朗文词典……那么多种英语词典，有哪些最直观的区别？在主要使用线上词典的今天，哪一个词典的线上版本更适合你学习呢？一篇短文，带大家一起来了解一下！[赢牛奶] 在线英语词典的区别，怎样选适合你学习的词典？  ,无,无,2022-01-05 20:17,微博 weibo.com,5,2,2
L9e0rz1bh,#New Year Resolutions#2022年第一个工作日结束！今天你有没有实践你的新年决心呢来评论区留下一条你的新年flag，年末我们再@ 你回来看看有没有实现吧  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/631046e6gy1gy1txi87q1j218g0tnajk.jpg,http://ww1.sinaimg.cn/large/631046e6gy1gy1txk3rh8j218x0u0whs.jpg,http://ww2.sinaimg.cn/large/631046e6gy1gy1txktq87j21900u0ad4.jpg",无,2022-01-04 18:45,微博 weibo.com,3,0,1
L8uGpq4rN,#秒懂英国文化#英国下午茶是一个由来已久的传统，一开始时，由于“两餐制”的缘故，人们下午很早就饿了；于是最晚从19世纪40年代起，有了下午加餐的习惯。看到精美的点心由侍者端上桌，再一层层逐次品尝，会让人停不下来~大家有注意过吗？英式下午茶一般是放几层呢 你知道英式下午茶一般是放几层吗？  ,无,无,2021-12-30 23:22,微博 weibo.com,39,1,2
L87QSeNN2,#留英树洞#说出你最喜欢的一门课的名字，大家来猜猜对方学的是什么专业？  ,无,无,2021-12-28 13:15,微博 weibo.com,1,0,2
L80QD72Ap,今年的#冬日暖心书单#来啦！趁降温下雪，一边喝着热红酒一边读书，完美的年末生活《Christmas at Cold Comfort Farm》Stella Gibbons这本小说如其名，描述了寒冷舒适的农庄，由16个短故事组成。这本书充满了作者独到的诙谐和讽刺，里面也不乏对英国30年代冬季的描述。《The Gritterman》Orlando Weeks对于纯文字不感冒的同学，这本由插画师Orando完成的绘本，为大家呈现冬季节日间默默劳作、不被大家注意到的人们，他用插画和文字讲述了一个感人的故事。《Christmas Days》Jeanette Winterson 这本由12个故事组成的小说里惊喜连连，大家不仅可以读到不同的故事，更能发现英国作家珍妮特·温特森在书中给大家带来的惊喜食谱！《The Nutcracker》E.T.A Hoffmann著，Sanna Annukka绘图《The Nutcracker》（《胡桃夹子》）是浪漫主义作家E.T.A.霍夫曼的著名童话故事，结合丹麦当代插画师Sanna Annuka的诠释，成为了一部充满冬季气氛的经典作品。如果你对魔幻的冬季故事感兴趣，这本图文书也是冬季绝佳读物！暖暖地迎接2022呀！[微笑趣泡]             [组图共4张]      原图                             ,"http://ww2.sinaimg.cn/large/631046e6gy1gxsm4bkbgnj20ld0wtdjs.jpg,http://ww3.sinaimg.cn/large/631046e6gy1gxsm4cshidj20u014746f.jpg,http://ww4.sinaimg.cn/large/631046e6gy1gxsm4em7u0j20u01c0hb4.jpg,http://ww3.sinaimg.cn/large/631046e6gy1gxsm4bkxi3j20sg0sgwhi.jpg",无,2021-12-27 19:25,微博 weibo.com,4,3,2
L7yQ464QJ,平安夜来啦，在这里我们祝大家节日快乐，心想事成，Merry Christmas and Happy New Year!  原图 ,http://wx4.sinaimg.cn/large/631046e6gy1gxp6h5qe2cj20hs0cbwhn.jpg,无,2021-12-24 20:06,微博 weibo.com,3,2,0
L736plnT4,#高校大师在线讲座# #假期充电包#2021“英”你精彩—StudyUK 高校大师在线讲座系列视频上线了~ 高校大师课系列围绕“技术、商业、工程学、科学和社会研究”五大主题，10场线上分享帮助大家了解英国教育及行业前景的最新资讯！一个充实的假期怎么度过？幸福长膘的同时也别忘了温故知新，继续充电。[开学季]戳链接一起回顾精彩的大师课：网页链接                  原图                             ,http://wx2.sinaimg.cn/large/631046e6gy1gxl8fw0gfcj20n20n2gog.jpg,无,2021-12-21 11:19,微博 weibo.com,2,0,0
L6T9OogcI,由英国文化教育协会携手英国高校发起的“2022非凡英国奖学金计划”正在对来自中国的申请者开放！为了帮助大家了解详情，我们参与奖学金计划的英国院校进行了的独家采访今天与我们对话的是英国卡迪夫大学土木和环境工程学科负责人Aled Davies博士，一起来看！ 非凡英国奖学金｜卡迪夫大学工程学院相关专业奖学金申请攻略  ,无,无,2021-12-20 10:00,微博 weibo.com,2,4,1
L6uV3jp6D,#秒懂英国文化#英国猫猫居民最多的城市是哪里？答案就是伯明翰！英国家庭很爱养宠物，根据2021年的数据，59%的英国都养有宠物，养狗和养猫的家庭最多，分别占了33%和27%。有动物保护组织的数据显示，所有城市中“最爱猫”的是伯明翰，拥有身份证的猫猫最多~话说回来，还真有人年年统计啊  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/631046e6gy1gxh3g35q1qj20u018xgnz.jpg,http://ww1.sinaimg.cn/large/631046e6gy1gxh3fna5e8j20m80go78b.jpg,http://ww2.sinaimg.cn/large/631046e6gy1gxh3g7q0g0j20u0190n15.jpg",无,2021-12-17 20:17,微博 weibo.com,8,0,0
L6lhdmnyC,在英格兰的城市中，有没有小伙伴是最喜欢巴斯的🙋♂️巴斯是一座历史老城，因城内保存完好的古罗马浴场（Thermae）而得名和广泛知名。这也是所有游客到巴斯后必须打卡的地点之一。一组老城巴斯的老照片，好想穿越回到旧时光里  [组图共6张] 原图 ,"http://ww4.sinaimg.cn/large/631046e6gy1gxfv1eaarpj218g0u0wn0.jpg,http://ww2.sinaimg.cn/large/631046e6gy1gxfv1e2mz4j20q4132jyn.jpg,http://ww1.sinaimg.cn/large/631046e6gy1gxfv1e7p3tj218t0u0ajt.jpg,http://ww3.sinaimg.cn/large/631046e6gy1gxfv1e1hkej215i0u0wt8.jpg,http://ww1.sinaimg.cn/large/631046e6gy1gxfv1d80s6j20sg0k2429.jpg,http://ww3.sinaimg.cn/large/631046e6gy1gxfv1e0rr1j213d0u0tll.jpg",无,2021-12-16 19:45,微博 weibo.com,7,3,1
L6c0MB8M1,#留英树洞#一年中最让人期待的节日季要来临啦！你知道在英国跨年，有哪些准备工作需要提前做的吗~寄手写卡片、做室内装饰、购买节日专用食材，一个都不能少！欢乐的氛围，制造起来  [组图共6张] 原图 ,"http://ww2.sinaimg.cn/large/631046e6gy1gxeryljt1aj21hc0u0gpq.jpg,http://ww2.sinaimg.cn/large/631046e6gy1gxerywjzzsj21900u0tev.jpg,http://ww4.sinaimg.cn/large/631046e6gy1gxeryv9n6sj20u0190dk9.jpg,http://ww4.sinaimg.cn/large/631046e6gy1gxeryr9eqtj21900u0n32.jpg,http://ww4.sinaimg.cn/large/631046e6gy1gxeryqcybzj21900u0773.jpg,http://ww4.sinaimg.cn/large/631046e6gy1gxerzayzgfj21900u041n.jpg",无,2021-12-15 20:09,微博 weibo.com,1,0,1
L61H4vTBO,有多少人对英国的初印象来自《哈利·波特》、《查理和巧克力工厂》这样的“童书”呢可能你未到过英国时，就已经跟着哈利游览了苏格兰，和帕丁顿熊一起穿过伦敦的大街小巷，从一个普通的英国之家进入了纳尼亚的世界。这些故事在今天依旧有浓浓英式风和教育价值。你的“第一眼英国”来自哪里？  [组图共6张] 原图 ,"http://ww4.sinaimg.cn/large/631046e6gy1gxdifaexnbj20u0176gv1.jpg,http://ww1.sinaimg.cn/large/631046e6gy1gxdifaa483j20u019ugsc.jpg,http://ww3.sinaimg.cn/large/631046e6gy1gxdifa70gbj209w0famy1.jpg,http://ww3.sinaimg.cn/large/631046e6gy1gxdifa6fudj20910dw0tj.jpg,http://ww3.sinaimg.cn/large/631046e6gy1gxdifa0xdsj20u0135gnk.jpg,http://ww2.sinaimg.cn/large/631046e6gy1gxdifajghhj20u015qgt6.jpg",无,2021-12-14 17:53,微博 weibo.com,3,1,0
