微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
yq7kOnfFN,#岳阳市中英英语教师培训者发展项目#为期四周的在英培训下星期一（即7月2日）就要正式开始咯！教师们今天也怀着激动和兴奋出发，开始了他们的诺利奇之旅！究竟这一个月的培训会有什么新鲜事发生呢？记得留意我们的微薄和网站~  ,无,无,2012-06-29 13:25,微博 weibo.com,0,0,0
yq7hQ1rpA,#岳阳市中英英语教师培训者发展项目#本月23号到24号我们对教师进行了回炉培训和行前培训，在英语项目经理Charlotte的带领下，教师对前一期培训进行了回顾，相互间交流了彼此有用的教学经验。从各位教师的故事中我们发现，培训无论对其教学还是对其学生的英语学习都有着深刻的影响~  原图 ,http://ww1.sinaimg.cn/large/801513c2gw1dueygvwmbyj.jpg,无,2012-06-29 13:18,微博 weibo.com,0,1,1
ynU2zwj6F,"#一日一歌谣#I'm a little teapot在英美简直是家喻户晓啊。每个小孩幼儿园都来过一段。经典曲目配以经典动作。歌词：I'm a little teapot, short and stout. Here is my handle, here is my spout. 我是一把小茶壶，矮矮胖胖。 这里是我的把手，这里是我的喷嘴。 。网页链接  ",无,无,2012-06-14 23:54,微博视频号,0,10,5
ynTRQmEte,"#一日一游戏#“碰地雷”：在英语单词教学中，学生不太愿意跟读。用此法不错。在一个词下放一个地雷， 这个词是不能读的，如果学生不小心跟读，就是踩到雷了。大家一起数one two three,bomb,向他砸过去！有趣，气氛也好，学生在玩中也学得扎实！  原图 ",http://ww3.sinaimg.cn/large/801513c2gw1dty3tvgmcsj.jpg,无,2012-06-14 23:27,微博 weibo.com,0,2,1
ynQCakTgs,#一日一理论#William Glasser，指出“快乐”是人类的基本需求，人们喜欢活动充满生理的、认知的、心理的快乐。学习活动如果缺乏快乐，就很难让学生参与进来。遵循“让活动充满快乐”这一原则，加利福尼亚圣约瑟州立大学心理学教授Jame Asher创立了“全身反应法”（Total Physical Response，简称TPR）  原图 ,http://ww1.sinaimg.cn/large/801513c2gw1dtxpgvxc6tj.jpg,无,2012-06-14 15:11,微博 weibo.com,0,1,0
ynJz01MMB,#2011新课标#新制定的英语课程标准把“激发和培养学生学习英语的兴趣，使学生树立自信心，养成良好的学习习惯和形成有效的学习策略，发展自主学习的能力和合作精神”放在了首位。  原图 ,http://ww1.sinaimg.cn/large/801513c2gw1dtwubyh3xag.gif,无,2012-06-13 21:13,微博 weibo.com,0,0,0
ynHNb11ui,"#一日一理论##在诸多有关学习类型的测试中，有一个较为经典且知名的测试—VAK(Visual,Auditary, Kinesthetic)，它们分别代表视觉、听觉、操作。VAK理论是由Richard Bandler和John Grinder所建立的。此理论是依据学生的学习风格将学生分成三种不同的类型：视觉型学习者、听觉型学习者以及操作型学习者  原图 ",http://ww4.sinaimg.cn/large/801513c2gw1dtwmiomzvpg.gif,无,2012-06-13 16:43,微博 weibo.com,0,9,3
ynmvx73sA,#课堂游戏#记忆大背包是一个很好的热身头脑风暴游戏。也可以用于低年级。这是个训练学生记忆字母能力的游戏，把学生分成若干组或男女两组。游戏开始，第一位学生说一个字母(如： 第二位学生在后任意加上一个字母(如：BE)然后依次进行(如B…BE…BEX…BEXG…)，说错了就被淘汰，说得多而准确的小组为胜。  原图 ,http://ww4.sinaimg.cn/large/801513c2gw1dtu0jwurkaj.jpg,无,2012-06-11 10:32,微博 weibo.com,0,2,1
ykCwTxgup,#英语教师心声#我们致力于为英语教师提供交流平台，欢迎大家参与投稿和讨论。@Miss鱼_Bellafish：以前也用卡片来教学，大卡片小卡片，是种学生间高效快速交流的方式，但是这种教学适合英专小班操作，现在一个班五十个人，交换卡片和在教室四处走动，完全是一秒钟变菜市场呐#词汇教学#  原图 ,http://ww1.sinaimg.cn/large/801513c2gw1dt9650fy5tj.jpg,无,2012-05-24 09:48,微博 weibo.com,0,0,3
ykCjyssBA,#词汇教学#教授词汇的十个最好锦囊，英国专家的视频剪辑，告诉我们词汇教学需要注意的十个技巧。观看视频请点击：网页链接，其中一个最简单的：做好的flash卡片不要藏起来，挂上墙吧老师们。  原图 ,http://ww2.sinaimg.cn/large/801513c2gw1dt955vssp7j.jpg,无,2012-05-24 09:15,微博 weibo.com,0,12,5
ykCfbd6RB,#教师workshop# 由2009年起，我们会邀请英方的英语教学专家定期与中小学英语教师分享英语教学的经验和交流相关的教学技巧。您还不知道吧，从09年到现在开展的英国大使馆文化教育处英语教师讲座的资源和ppt在网上都有得下载的呀。当今的时代分享才是王道啊。下载请猛击：网页链接  原图 ,http://ww3.sinaimg.cn/large/801513c2gw1dt94vlqb1fj.jpg,无,2012-05-24 09:05,微博 weibo.com,0,15,3
yjAohe5Jh,#国际不再恐同日# So lucky to have LGBT with us this noon and thanks for the excellent speech! 中午有幸参加 @北京同志中心 的小活动，受益匪浅！愿平等，尊重和爱永存。@英国大使馆文化教育处  原图 ,http://ww4.sinaimg.cn/large/801513c2gw1dt1az742p9j.jpg,无,2012-05-17 14:31,微博 weibo.com,0,3,0
yjzdUtR3G,IDAHO Theme 2012：Sexual Diversity in the Workplace. 今年＇国际不再反同日＇的主题是：消除工作场所的同性恋歧视！网页链接  原图 ,http://ww4.sinaimg.cn/large/801513c2gw1dt15tpahv7j.jpg,无,2012-05-17 11:33,微博 weibo.com,0,4,0
yjyQA3HP5,"Today, 17th May, is IDAHO - International Day Against Homophobia; 今天是 “国际不再恐同日！@英国大使馆文化教育处 @LearnEnglish @艺述英国  原图 ",http://ww4.sinaimg.cn/large/801513c2gw1dt144k80oyj.jpg,无,2012-05-17 10:35,微博 weibo.com,0,1,2
ydR0hCelr,云南省教育厅副厅长张之政在今天的晚宴上发言说，#云南省中英英语教师培训者发展项目#为省内的高端英语培训播下了希望的种子，他希望这个项目能为云南省打造一批优秀的培训者团队，造福更多的云南英语教师。同时他希望能够与@英国大使馆文化教育处 展开更广泛地教育文化合作！  ,无,无,2012-04-09 21:47,Android客户端,0,2,1
ydMshmVj3,"#云南省中英英语教师培训者发展项目#,每个老师都有一个自己的teaching toolkit,你的教学工具箱里装的是什么？  原图 ",http://ww4.sinaimg.cn/large/801513c2jw1drt5y448n8j.jpg,无,2012-04-09 10:12,Android客户端,0,0,0
ydMlUh0y6,由@英国大使馆文化教育处 和云南省教育厅共同主办的#云南省中英英语教师培训者发展项目#在昆明理工大学开班了！云南省教育厅师范处处长赵徳荣称，这是云南省第一次举办高端英语教师培训者培训，一定会对云南省的英语教学产生深远影响！  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1drt5hrx782j.jpg,无,2012-04-09 09:56,Android客户端,0,7,0
ybOsE5sMe,#IATEFL2012#大会的报道暂时告一段落，感谢大家这段时间对我们的关注。我们稍候会带来更多精彩后续报道，请大家继续关注我们的微博和我们的媒体合作网站网页链接。@21世纪英文报 @英国大使馆文化教育处 @中国日报申钢  原图 ,http://ww2.sinaimg.cn/large/801513c2gw1dre7d969t9j.jpg,无,2012-03-27 11:38,微博 weibo.com,0,0,5
ybOokmbh6,#IATEFL2012#，现场最给力团队之一--英国文化协会（The Bristih Council）现场直播小组。正是因为他们的辛勤工作，大会的精彩视频，图片，演讲内容和讨论才能与全球上千万的观众在第一时间分享！网速快的童鞋可以直接点击Glasgow Online，观看搜索更多内容网页链接 @英国大使馆文化教育处  原图 ,http://ww3.sinaimg.cn/large/801513c2gw1dre721fzzdj.jpg,无,2012-03-27 11:27,微博 weibo.com,0,1,1
ybOkYjMMr,"#IATEFL2012#,大会的压轴演讲出人意料地由英国的摇滚歌星和词作家Fish(Derek Dick)奉上。Fish讲述了他那些令人印象深刻的歌词都来源于自己的成长经历，并且很高兴看到这些英语歌曲能够影响全球千万的歌迷。演讲的最后Fish和他的乐队用音乐把现场的气氛带到高潮！网页链接 @21世纪英文报  原图 ",http://ww3.sinaimg.cn/large/801513c2gw1dre6t9f2qgj.jpg,无,2012-03-27 11:19,微博 weibo.com,0,1,0
ybO6Ya1nJ,"#IATEFL2012#, 本次大会有很多引领外语教学前沿的话题。大会主旨人发言人之一Steve Thorne独辟蹊径，将课堂之外的第二语言数字媒体环境如社会媒体，同人社区，甚至是网络游戏与课堂中使用的正式语言相结合，旨在使二语教学更富成效，更多视频请点击网页链接 @英国大使馆文化教育处  原图 ",http://ww4.sinaimg.cn/large/801513c2gw1dre5tk22cuj.jpg,无,2012-03-27 10:45,微博 weibo.com,0,1,0
ybO1P2x14,"#IATEFL2012#, 本次大会展区是其亮点之一。各外语出版及教学组织各显神通，展示了其最新出版物，教学资源，设备与应用软件等。同时在展区一侧还设立了job market，公布了众多全球英语教学方面的相关职位。这块区域因此也成为大会期间除主会场最热闹的地方之一，@21世纪英文报 @英国大使馆文化教育处  原图 ",http://ww1.sinaimg.cn/large/801513c2gw1dre5fcg9xjj.jpg,无,2012-03-27 10:32,微博 weibo.com,0,0,0
ybg1UdVSS,#IATEFL2012#， 昨天@中国日报申钢 老师在大会现场采访了@英国大使馆文化教育处 邀请的中国英语学界杰出代表和我们的全球英语创新总监Michael Carrier，中国区英语教学总监@Dave胡达伟 及高级项目经理@KeithinChina ，更多采访视频，请关注网页链接。@21世纪英文报  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1dr9zd4uwrbj.jpg,无,2012-03-23 19:59,iPad客户端,0,3,1
yaZiGip6a,@BC_TeachingEnglish:#IATEFL2012#，我们英语学习网上资源又多了新成员，昨晚网页链接举行了正式上线仪式，这样继我们的成人，儿童英语学习网站之后，青少年也有了自己专门的平台，老师们也可以在网站上找到丰富的教学灵感和资料。@21世纪英文报 @LearnEnglish  原图 ,http://ww2.sinaimg.cn/large/801513c2jw1dr7xi7w52uj.jpg,无,2012-03-22 01:23,iPad客户端,0,1,0
yaZ67Duy9,"#IATEFL2012#,@KeithinChina 还跟大家分享了我们在湖南岳阳项目的经验。一位岳阳老师在采访中提到:我感觉自己不再是井底之蛙，这个培训给我带来了自信。之前我可能会更看中考试，但现在我只想让学生更快乐地学习英语，我也非常愿意把自己的经验和其他老师分享。@21世纪英文报 @英国大使馆文化教育处  原图 ",http://ww2.sinaimg.cn/large/801513c2jw1dr7wm47y8gj.jpg,无,2012-03-22 00:52,Android客户端,0,0,0
yaZ2vo99T,#IATEFL2012#，@英国大使馆文化教育处 英语项目经理@KeithinChina 和Charlotte介绍了我们在中国英语教师培训的成功案例，通过和教育行政部门的合作，将一批优秀教师培养为培训师，再由这批人将新的教学理念介绍给更多尤其是农村地区的教师，从而改变中国英语课堂的现状。@21世纪英文报 @中国日报申钢  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1dr7wcuuc5ij.jpg,无,2012-03-22 00:43,Android客户端,0,3,2
yaYUNhX54,#IATEFL2012#，如何更好的规划参会日程，主办方提供了很好的工具，除了传统的会议手册，大会推出了苹果和安卓手机都可以下载的软件网页链接，参会者可以查看最新会议日程和会场分布，标记自己想听的内容，直接参加网上互动及社交媒体分享。@21世纪英文报 @中国日报申钢  ,无,无,2012-03-22 00:24,iPad客户端,0,0,0
yaXmAtoc1,"#IATEFL2012#,广东省英语教学专家黄志红女士: 当大家看到这张照片，一定以为这是吉他演奏现场。但这可是大会主题演讲人Andrian Underhill讲座实景。在那把充满英国幽默歌谣诵说的吉他伴奏下，他把与会者回顾和反思的问题编成一首歌，一边弹一边唱，寓严肃的学术讲座于娱乐中，真是终身难忘！  原图 ",http://ww3.sinaimg.cn/large/801513c2jw1dr7oygphvcj.jpg,无,2012-03-21 20:27,Android客户端,0,1,0
yaTLIE1WA,Little game on our website~! Please have a try~网页链接  ,无,无,2012-03-21 11:18,微博 weibo.com,0,1,0
yaQ6o0AU7,"#IATEFL2012#,在今天大会第一个主题演讲中，著名英语教育家Andrian Underhill将管理学中常用的一些理念如系统性思维systemic thinking，领导力leadership等，引入到课堂教学管理当中。Adrian在演讲开头结尾都表演了自编自弹自唱的诗歌，诙谐幽默。@英国大使馆文化教育处 @21世纪英文报  原图 ",http://ww1.sinaimg.cn/large/801513c2jw1dr6swezx9rj.jpg,无,2012-03-21 01:58,Android客户端,0,2,0
yaNREd4ES,#IATEFL2012#，我们的英语教育总监@Dave胡达伟 马上就要登场了，他主讲的题目是中国英语教学大纲改革-十年之路，让我们拭目以待！@英国大使馆文化教育处 @21世纪英文报 @中国日报申钢  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1dr6j0rb1twj.jpg,无,2012-03-20 20:17,Android客户端,0,2,0
yaNJpjp8N,#IATEFL2012#第46届大会今天在Glasgow国际会展中心盛大开幕，大会吸引了来自全球2000余名英语学界人士前来参会。The British Council(英国文化协会)作为本次大会的白金赞助单位，提供了网上同程直播服务，更多内容请访问我们的合作网站:elt.i21st.cn/iatefl2012/ @21世纪英文报 @英国大使馆文化教育处  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1dr6ifmgotij.jpg,无,2012-03-20 19:56,Android客户端,0,1,0
yaMN6gRLy,"Reciting, remembering, re-learning--by David Sansom 网页链接  ",无,无,2012-03-20 17:33,微博 weibo.com,0,0,0
yaG9jrxKn,"#IATEFL2012#,经过20多小时的长途跋涉，由@英国大使馆文化教育处 邀请的英语教育专家代表团终于抵达目的地Glasgow, 这是大家在大会注册处的第一张合影!！@21世纪英文报 @Belinda-zhou @ladykathy08 @中国日报申钢  @Dave胡达伟  原图 ",http://ww3.sinaimg.cn/large/801513c2jw1dr5kykqsugj.jpg,无,2012-03-20 00:38,Android客户端,0,5,2
yaG5IE2Ou,#IATEFL2012# 大会报到日各种手续都在有序进行，每位志愿者脸上都挂满了职业的笑容，让远到而来的客人感到很温暖。令人欣喜的是有很多中国留学生在服务哦！特别还要赞的是，我们的雅思考试宣传真的很给力，到处都是IELTS的Logo@中国日报申钢 @21世纪英文报 @英国大使馆文化教育处 @雅思官方微博  原图 ,http://ww2.sinaimg.cn/large/801513c2jw1dr5kpd82i6j.jpg,无,2012-03-20 00:29,Android客户端,0,0,0
yaawfCgGr,网页链接 欢迎访问我们为教师而设的网站。大家对这个网站有什么意见或建议呢？？欢迎提出！！！  ,无,无,2012-03-16 16:07,微博 weibo.com,0,1,0
y8WAmfhwP,#英语教师系列讲座#Taking away teaching ideas from the Vocabulary and Grammar in Context Workshops--by Mr.David Sansom.http://www.englishonline.org.cn/zh-hans/node/22385  ,无,无,2012-03-08 14:48,微博 weibo.com,0,0,0
y8MWcu2M4,：#英语教师系列讲座# Today's workshop is the final station of the series. Would you like to share with us your ideas about the workshop? And what do you expect in the next workshop? What topics would you like to have next time? Please tell us~  ,无,无,2012-03-07 14:14,微博 weibo.com,0,0,0
y8MUqhNrg,"#英语教师系列讲座#Use, using, useful, usefulness: A question of helping learners learn--by David Sansom 网页链接  ",无,无,2012-03-07 14:10,微博 weibo.com,0,0,0
y8BQrv7OR,Big City Small World is an audio soap for learners of English brought to you by the British Council. This app is for Apple and Android devices. 网页链接  ,无,无,2012-03-06 10:00,微博 weibo.com,0,0,1
y8BOcDBZW,#英语教师系列讲座# A little bit can be a lot-- Mr.David Sansom shared with us some ideas in his blog. Please click into this web page and you can also exchange ideas with him.http://www.englishonline.org.cn/zh-hans/node/22382  ,无,无,2012-03-06 09:54,微博 weibo.com,0,2,0
y8v6qcHUQ,"What is in Jack's sack? Sing the song and learn lots of new words in English！! Though for kids, it's very interesting and worth listening! 网页链接  ",无,无,2012-03-05 16:50,微博 weibo.com,0,0,0
y8v08aUCa,#英语教师系列讲座# 欢迎下载Vocabulary and Grammar in Context 的讲座资源!网页链接 还有更多更多精彩内容等着你哦!  ,无,无,2012-03-05 16:35,微博 weibo.com,0,0,0
y8sXzlKrv,#英语教师系列讲座# 三月专题”Vocabulary and Grammar in Context“ 上周David Quartermain先生在广州和泰安为教师们带来了两场充满欢声笑语的讲座，本周一在西安第30中学又将进行为期两小时的精彩互动，敬请期待！  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1dqorarift2j.jpg,无,2012-03-05 11:23,微博 weibo.com,0,0,0
y8o1goNVY,#英语教师系列讲座# Mr. David Sansom shared with us some useful resources for ideas and activities for teaching vocabulary in his blog~网页链接  ,无,无,2012-03-04 22:48,微博 weibo.com,0,0,0
y8nW91CtI,#英语教师系列讲座#休息了两天~明天继续我们的无锡站和西安站的讲座~敬请留意！  ,无,无,2012-03-04 22:36,微博 weibo.com,0,0,0
y8nVl5JKh,网页链接好多适合小朋友玩的英语学习游戏哦！大家来试试吧~  ,无,无,2012-03-04 22:34,微博 weibo.com,0,7,1
y82wu7fav,#英语教师系列讲座# David Sansom先生的新博文~大家上去交流一下吧~网页链接 下一站无锡等着你~！  ,无,无,2012-03-02 16:05,微博 weibo.com,0,0,0
y80SGodgB,"#英语教师系列讲座#三月专题Vocabulary and Grammar in Context!三月一号广州增城站David Sansom专家精彩照片分享。今天杭州站又将迎来怎样的惊喜,还请期待  原图 ",http://ww1.sinaimg.cn/large/801513c2gw1dqlbb4ev99j.jpg,无,2012-03-02 11:54,微博 weibo.com,0,1,1
y80J4nxCr,#英语教师系列讲座# 词汇教学资源，欢迎参考~更多的资源等着你哦！网页链接  ,无,无,2012-03-02 11:30,微博 weibo.com,0,0,0
y80HTFlaF,#英语教师系列讲座#The Polar Bear Story! 网页链接  ,无,无,2012-03-02 11:27,微博 weibo.com,0,0,0
y80zOeNx9,分享一首来自虾米网的歌曲:有你在 有你在  （分享自 @虾米音乐）听完这首上课咯。。。周末咯。。。  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1dql9ztl98mj.jpg,无,2012-03-02 11:07,虾米音乐,0,0,0
y80pb1gtA,#英语教师系列讲座#讲座预告：3月2号。地点：泰安青年路中段117号 学校: 泰安一中逸夫教学楼五楼翠英语报告厅  ,无,无,2012-03-02 10:41,微博 weibo.com,0,0,2
y7VWwh1CC,#英语教师系列讲座#以Vocabulary and Grammar in Context为主题的教师讲座第一站今天在天河区四十七中学圆满成功！专家David Quartermain凭借其精彩的演讲充分调动了场内教师，激发了全场热情。快点访问网站www.englishonline.org.cn/teachers了解精彩内容。还可以在博客中跟专家讨论哦！快点参与吧！  ,无,无,2012-03-01 23:20,微博 weibo.com,0,0,1
y7Qg4kB5B,#英语教师系列讲座#本期主题Vocabulary and Grammar in Context讲座培训师介绍网页链接  原图 ,http://ww3.sinaimg.cn/large/801513c2gw1dqk0fty2kpj.jpg,无,2012-03-01 08:51,微博 weibo.com,0,0,0
y7Qfxyv5s,新一轮的#英语教师系列讲座#开始啦，主题： 词汇与语法的情景教学 日期： 2012 年 3月1日-7日 城市： 广州，山东泰安，无锡江阴，宁波，上海，杭州，湖南岳阳，四川眉山，重庆 。今天下午在广州四十七中等候你！！！  原图 ,http://ww1.sinaimg.cn/large/801513c2gw1dqk0egmg7pj.jpg,无,2012-03-01 08:50,微博 weibo.com,0,5,3
xCkL8hgwe,#英语教师系列讲座# “Using Supplementary Materials” 主题，Angi今天一到山东德州就收到当地老师珍贵的圣诞礼物。  原图 ,http://ww1.sinaimg.cn/large/801513c2gw1do4tq3chthj.jpg,无,2011-12-16 22:55,微博 weibo.com,0,0,0
xBSW425z4,#英语教师系列讲座# 主题“Using Supplementary Materials” 使用教学辅助材料。12月13日九江同文中学现场精彩照片同分享。  原图 ,http://ww3.sinaimg.cn/large/801513c2gw1do1ew9o5vhj.jpg,无,2011-12-14 00:05,微博 weibo.com,0,0,0
xBSVdrzBD,#英语教师系列讲座# 主题“Using Supplementary Materials” 使用教学辅助材料 12月13日九江同文中学现场精彩照片分享。这是此系列讲座第一次来到九江，与会教师参与热情很高。更多具体信息请详见网页链接  原图 ,http://ww2.sinaimg.cn/large/801513c2gw1do1eu27qbmj.jpg,无,2011-12-14 00:03,微博 weibo.com,0,0,0
xBSFLqLTQ,#英语教师系列讲座# 主题“Using Supplementary Materials” 如何使用教学辅助材料 12月12日广州花都站现场精彩照片分享。  原图 ,http://ww3.sinaimg.cn/large/801513c2gw1do1dqhqoqnj.jpg,无,2011-12-13 23:25,微博 weibo.com,0,0,0
xBMTcp533,#英语教师系列讲座#讲座主题： 使用教学辅助材料 日期： 12月12 -12月16 讲座城市： 广州，九江，西安，四川乐山市，重庆，珠海，岳阳，上海，山东德州 讲座前期任务：网页链接  原图 ,http://ww4.sinaimg.cn/large/801513c2gw1do0o7d4mgsj.jpg,无,2011-12-13 08:41,微博 weibo.com,0,12,9
xBIDG4NtN,#英语教师系列讲座# “Using Supplementary Materials” 主题12月12日珠海站现场。Ms. Angi Malderez 又一次广东之行，看着老师们与Angi脸上的笑容就知道今天进行得非常顺利与开心，希望大家对于“使用教学辅助材料”能有一些新的了解。更多信息可以随时登录教师网主页 网页链接  原图 ,http://ww1.sinaimg.cn/large/801513c2gw1do05fco5rlj.jpg,无,2011-12-12 21:52,微博 weibo.com,0,1,0
xwlNa10S5,#英语教师系列讲座# A city each day！每天一城市！珠海、西安、南京、济南、厦门、广州，我们每天都在“穿越”。 活动过后，大家是不是想对我们两位可爱的讲座培训师ZHANG Min 与Sandra Piai有更深入的了解呢？Here is the link (网址) 网页链接  ,无,无,2011-11-07 14:31,微博 weibo.com,0,2,4
xwg38tCJj,.@Jamie张敏 ：“英语教学过程中如何处理口头错误”Teacher training workshops organised by British Council. Enjoy teaching!Enjoy life! More details in www.englishonline.org.cn/teachers 博文blog posts http://t.cn/ShDf1v.  ,无,无,2011-11-06 23:54,微博 weibo.com,0,6,1
xwfQTmdVB,".""英语教学过程中如何处理口头错误系列讲座"" 的专家们会向教师们示范一系列教学活动，教师们通过活动练习即时自我纠错，引导教师们发展纠正错误的教学策略并引发对如何在教学中创造有有意义的交际机会的思考。 相关内容资源下载网站：网页链接  ",无,无,2011-11-06 23:24,微博 weibo.com,0,2,1
xvNc8d2mv,#英语教师系列讲座# Dealing with spoken errors11月3日广州站现场照片！11月的广州依旧阳光明媚，Sandra讲师享受着广州的“夏天”与老师们的热情！  原图 ,http://ww1.sinaimg.cn/large/801513c2tw1dmr394ilx3j.jpg,无,2011-11-03 22:26,微博 weibo.com,0,0,1
xvIyc4lPp,#英语教师系列讲座# 借用专家@Jamie张敏 最喜欢的一句话：Great Teacher Inspire ！  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1dmqir2kt22j.jpg,无,2011-11-03 10:37,微博 weibo.com,0,2,2
xvIwFtNuv,#英语教师系列讲座# 11月2日在美丽的厦门举办，美丽的城市和灿烂的笑脸成为今天的主题词。专家@Jamie张敏 的亲和力感染了在场的每一位教师，现场欢声笑语不断。  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1dmqimvi2w8j.jpg,无,2011-11-03 10:33,微博 weibo.com,0,1,1
xvIjsoPn2,#英语教师系列讲座# 山东济南站现场座无虚席，本次讲座的主题是 “Correcting Spoken Errors” 。专家@Jamie张敏 为教师们带来了大量的互动范例。  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1dmqhp26g9cj.jpg,无,2011-11-03 10:01,微博 weibo.com,0,3,2
xvIeS7VMh,#英语教师系列讲座# “Correcting Spoken Errors” 主题山东济南站现场。学校临时停电，校方紧急改换为柴油发电机供电，才使得本站讲座得意成功举办，感谢校方的鼎力支持，也感谢现场热情参与的300余位老师！  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1dmqhdkuwu2j.jpg,无,2011-11-03 09:49,微博 weibo.com,0,1,3
xvEaGajzd,#英语教师系列讲座# “Correcting Spoken Errors” 专题，上海徐汇站精彩照片回顾！  原图 ,http://ww4.sinaimg.cn/large/801513c2gw1dmpzezcy88j.jpg,无,2011-11-02 23:28,微博 weibo.com,0,0,1
xvAEYzMDF,#英语教师系列讲座# “Correcting Spoken Errors” 主题11月2日上海徐汇站现场。上海的大雨并没有影响老师们的热情。  显示地图 原图 ,http://ww4.sinaimg.cn/large/801513c2jw1dmpjx45ux5j.jpg,#英语教师系列讲座#,2011-11-02 14:32,S60客户端,0,0,0
xvpRjnkjr,#英语教师系列讲座# 现场互动环节气氛热烈，可爱的老师们~  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1dmo88dxdn7j.jpg,无,2011-11-01 11:02,微博 weibo.com,0,1,3
xvpPrykJQ,#英语教师系列讲座# 周一西安站圆满结束，有近500位西安高中英语教师到会参与。本次讲座的主题是“Correcting Spoken Errors” 。英语教育专家@Jamie张敏 为我们带来了一场精彩的讲座，现场互动气氛热烈，感谢到场参与的每一位教师！  原图 ,http://ww2.sinaimg.cn/large/801513c2jw1dmo83k6e51j.jpg,无,2011-11-01 10:57,微博 weibo.com,0,3,2
xvh4M7AYp,: #英语教师系列讲座# 新一期的英语教师系列讲座即将拉开帷幕！今天下午，珠海西安南北两个城市将同时展开。  ,无,无,2011-10-31 12:40,uc浏览器ios,0,2,4
xqAr0CBRR,#论文征集#国庆长假太多人不想出游，那就写论文吧，英语教师们：The 17th NAFLE Annual Conference 中国教育学会外语教育专业委员会第17次学术年会11月4-6日在北京举办咯，具体登陆网页链接或者联系nafleconference@163.com，报名截止时间10月10日。  原图 ,http://ww3.sinaimg.cn/large/801513c2gw1dlniceh4dej.jpg,无,2011-09-30 16:46,微博 weibo.com,0,9,4
xpz2iwCbN,#英语教师系列讲座# 9月23号重庆垫江站现场精彩图片分享！ 9月份教师系列活动圆满结束，感谢各个城市老师们的支持!  原图 ,http://ww2.sinaimg.cn/large/801513c2gw1dlfqfoz18xj.jpg,无,2011-09-23 23:22,微博 weibo.com,0,4,0
xpw242vSE,热烈的讨论，欢声笑语的现场，老师们也非常享受！  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1dlfd6zmmwlj.jpg,无,2011-09-23 15:43,诺基亚5230,0,0,0
xpvT5ksEz,#英语教师系列讲座#　再次回到岳阳，互动问答环节气氛热烈，老师们的互动答案写了满满一板，karen正在趣味点评中。  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1dlfcjzj677j.jpg,无,2011-09-23 15:21,诺基亚5230,0,1,1
xppS3iKef,#英语教师系列讲座# 9月22号上海嘉定站现场精彩图片分享！  原图 ,http://ww3.sinaimg.cn/large/801513c2gw1dlelzjihs7j.jpg,无,2011-09-23 00:02,微博 weibo.com,0,0,0
xpmH6Ae2r,#英语教师系列讲座# 9月专题“学习监控与评价” 9月22日上海嘉定站现场，又见《百万富翁》，希望大家都成为知识的富翁。  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1dle7yvwb3qj.jpg,无,2011-09-22 15:57,S60客户端,0,0,0
xpmkgeRAx,#英语教师系列讲座#　新一场在广州市荔湾区的广州市第四中学举行，三百名老师与karen一起互动。  原图 ,http://ww2.sinaimg.cn/large/801513c2jw1dle6cbmludj.jpg,无,2011-09-22 15:00,诺基亚5230,0,4,2
xpmeNAo7S,#英语教师系列讲座# 9月专题“学习监控与评价” 9月22日上海嘉定站现场，Assessment Listening。Story with Actions.现场老师根据Sharh的故事做出动作，很适合中小学老师课堂进行的互动活动。  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1dle5ybwbrvj.jpg,无,2011-09-22 14:47,S60客户端,0,0,0
xplX18TWk,#英语教师系列讲座# 9月专题“学习监控与评价”上海嘉定站现场，Formative assessement（形成性评价）与Summative assessement（终结性评价）之间的一种对比。大家跟随Sarah的课程一起写下答案吧。  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1dle4oqe245j.jpg,无,2011-09-22 14:03,S60客户端,0,0,0
xpfDKyAla,#英语教师系列讲座# 9月21号上海青浦站现场精彩图片分享！  原图 ,http://ww2.sinaimg.cn/large/801513c2gw1dldctpb7eqj.jpg,无,2011-09-21 21:59,微博 weibo.com,0,0,0
xp5zHCfbA,#讲座资源# Formative writing assessment: Self assessment  ----Sample  学生写作自我评价表范例 （适合中学英语教师）  原图 ,http://ww1.sinaimg.cn/large/801513c2gw1dlc4e21u0uj.jpg,无,2011-09-20 20:22,微博 weibo.com,0,5,2
